name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
Carnok Yeteri,,,Galactic Empire,Male,,,,,,,,
Carok Hittak,,,Jedi Order,,He/him,,,,By c. 379 BBY,,,
Carrion Plateau,,,Tarkin family,,,,,,,Eriadu,,
Carrion Spike (location),,,Tarkin family,,,,,,,"Carrion Plateau, Eriadu",,
Cartao Imperial facility,,,Galactic Empire,,,,,,,Cartao,,
Carticus,,,Brotherhood of the Ninth Door,,He/him,,,,,,,
Carvia,,,Galactic Empire,Male,,,,,,,,
Casitine Loscar,,,Partisans,,He/him,,Light,,,,,
Catacombs of Akiva,,,Confederacy of Independent Systems,,,,,,,Akiva,,
Catacombs of Cadera,,,NiJedhan monks,,,,,,,Jedha,,
Catadra,,,Galactic Empire,,,,,,,,,Terrestrial
Catherio Para,,,Olega Apothecary,Male,He/him,,,,,,,
Cave of Evil,,,Dark side of the Force,,,,,,,Dagobah,,
Cavern Angels,,,Partisans,,,,,,,Jedha,,
Caverns of Bagirlak Garu,,,Niima,,,,,,,Jakku,,
Cawa City,,,Galactic Empire,,,,,,,Manufacturing district,,
Cazne,,,Twi'lek Resistance,,,,,,,Ryloth,,
CB-9,,,New Republic,,,,,,,,,Astromech droid
CCL,,,Morgan Elsbeth's forces,,,,,,,,,Binary loadlifter
Celes IV,,,Confederacy of Independent Systems,,,,,,,,,Terrestrial
Cell 2187,,,Galactic Empire,,,,,,,"Detention Block AA-23, Death Star",,
Cell 2188,,,Galactic Empire,,,,,,,"Rekkana work camp, Rekkana",,
Cell 3B,,,Galactic Empire,,,,,,,Corellia,,
Cell 8,,,Corellian Engineering Corporation,,,,,,,"Dormitory F, Corellian Command Base, Corellia",,
Cell Block 4227,,,Galactic Empire,,,,,,,"Imperial Detention Center & Labor Camp LEG-817, Wobani",,
Cell block nine,,,Alliance to Restore the Republic,,,,,,,Sunspot Prison,,
Cell eighteen,,,Alliance to Restore the Republic,,,,,,,Sunspot Prison,,
Cell five-two-five-seven-seven,,,Galactic Empire,,,,,,,Tarkin's Will,,
Cell seventeen,,,Alliance to Restore the Republic,,,,,,,Sunspot Prison,,
Cell-block seven,,,Alliance to Restore the Republic,,,,,,,Sunspot Prison,,
Cellar of Penitence,,,Church of Infinite Perception,,,,,,,Florrum,,
Cellblock 25,,,Galactic Empire,,,,,,,"Level six, Imperial Base on Daro",,
Celwis,,,Chiss Ascendancy,,,,,,,,,Terrestrial
Celwis's largest moon,,,Chiss Ascendancy,,,,,,,,,Terrestrial
Central Armory,,,Galactic Republic,,,,,,,"Tipoca City Military Complex, Tipoca City, Kamino",,
Central District,,,Galactic Republic,,,,,,,"Galactic City, Coruscant",,
Central hall of worship,,,Path of the Open Hand,,,,,,,Gaze Electric,,
Central hangar bay,,,Galactic Empire,,,,,,,"Fortress Inquisitorius, Nur",,
Central power distribution grid,,,Galactic Republic,,,,,,,"Level 5000,",,
Central Senatorial Hangar,,,Galactic Republic,,,,,,,"Galactic City, Coruscant",,
Cepa Bonshu,,,Ord Canfre Institute for Ethics in Art Criticism,,,,,Riosa,,,,
Cerberon system space force,,,Galactic Empire,,,,,,,Cerberon system,,
Ceremonial chamber,,,Sith,,,,,,,"Coruscant tower, Coruscant",,
Cerk Lormin,,,Galactic Empire,,He/him,,,,"4 ABY, Endor",,,
Cervil the Uncanny,,,Jedi Order,,She/her,,,,,,,
Ceryl,,,Jedi Order,,She/her,,,,,,,
CH5-09,,,Jabba's criminal empire,,He/him,,,,,,,
Chai (king),,,Vallt's government,Male,,,,,c. 22 BBY,,,
Chalm Plesk,,,University of Coruscant,,He/him,,,,"34 ABY, Hosnian Prime",,,
Chalmun's Spaceport Cantina,,,Vriichon Brothers,,,,,,,"Wonto District,",,
Cham Syndulla's command outpost,,,Twi'lek Resistance,,,,,,,Ryloth,,
Chamber of Clarity,,,Jedi Order,,,,,,,Koboh,,
Chamber of Conclave,,,Jedi Order,,,,,,,"Sacred spire, Jedi Temple, Coruscant",,
Chamber of Connection,,,Jedi Order,,,,,,,"Viscid Bog, Koboh",,
Chamber of Detachment,,,Jedi Order,,,,,,,"Prospector's Folly, Koboh",,
Chamber of Fortitude,,,Jedi Order,,,,,,,"Rambler's Reach Valley, Koboh",,
Chamber of Judgment,,,Jedi Order,,,,,,,"Reassignment Council Tower, Jedi Temple, Coruscant",,
Chamber of Reason,,,Jedi Order,,,,,,,"Koboh, Basalt Forest",,
Chambers of the Grand Council,,,Grand Council,,,,,,,"Diurna, Aubadas",,
Chan (individual),,,Galactic Empire,,,,,,"0 BBY, Portocari",,,
Chan Harra,,,Galactic Empire,Female,,,Pale,,,,,
Chancellery Secretariat,,,Galactic Republic,,,,,,,"Beneath the Galactic Senate Chamber, Senate Building, Federal District, Coruscant",,
Chancellor's Podium,,,Galactic Republic,,,,,,,"Galactic Senate Chamber and Chancellor's working office,",,
Chancellor's working office,,,Galactic Republic,,,,,,,"Chancellery Secretariat, Senate Building, Coruscant",,
Chancey Yarrow's laboratory,,,Graf family,,,,,,,Hynestian sector,,
Chandrila Senate house,,,New Republic,,,,,,,"Eleutherian Plaza,",,
Chandrilan Embassy,,,Chandrila planetary government,,,,,,,"Imperial City, Coruscant",,
Chant Osman,,,Civilian Defense Force,Female,,,Pale,,,,,
Chanward,,,Noble Court,Male,He/him,,,,,,,
Chardaan Orbital Yards,,,Guild d'Lanseaux,,,,,,,Chardaan system,,
Chass na Chadic's mother,,,Inheritors of the Crystal,Female,,,,,,,,
Chassellon Stevis' mother,,,Galactic Empire,Female,,,,,,,,
Chazzar,,,Phoenix Cell,,She/her,Blonde,Light,,,,,
Checkpoint 7,,,Galactic Empire,,,,,,,Jedha City,,
Chekkoo Enclave,,,Chekkoo clan,,,,,,,"Betu, Rodia",,
Chen,,,Silver Knights,Male,,,,,,,,
Chen Yao,,,Fire,Male,,,,,,,,
Cheraama,,,Royal family of Alun,Female,,,,Alun,,,,
Cherff Maota,,,Jedi Order,Male,,,,,,,,
Cherridan Imperial labor camp,,,Galactic Empire,,,,,,,Cherridan,,
Chespea,,,Galactic Republic,,,,,,,,,Terrestrial
Chespea Temple,,,Jedi Order,,,,,,,Chespea,,
Chiata,,,Jedi Order,Female,,,,,"19 BBY,",,,
Chieftain's hut (Talz village),,,Talz village,,,,,,,"Talz village, Orto Plutonia",,
Chieftess's Palace,,,Galactic Empire,,,,,,,"Inusagi's capital city, Inusagi",,
Chiewab research installation,,,Chiewab,,,,,,,Iakar,,
Chiss Expansionary Defense Fleet headquarters,,,Chiss Expansionary Defense Fleet,,,,,,,"Csaplar, Csilla",,
Chiss Expansionary Fleet medcenter,,,Chiss AscendancyChiss Expansionary Defense Fleet,,,,,,,Naporar,,
Choah Belt,,,Alliance to Restore the Republic,,,,,,,,,Asteroid belt
Choah Belt fuel refinery,,,Alliance to Restore the Republic,,,,,,,"Choah Belt, Outer Rim Territories",,
Choja,,,Pyke Syndicate,,She/her,,,,,,,
Chonk,,,Haxion Brood,,,,,,14 BBY,,,
Chopper Base,,,Phoenix Cell,,,,,,,"Coral Mesa, Atollon",,
Chorin,,,Galactic Empire,,,,,,,,,Terrestrial
Chow room,,,Hunters of the Outer Rim,,,,,,,"Grand Arena, Vespaara",,
Chrigeld Tinnine,,,Galactic Empire,Male,,,,Alderaan,"0 BBY,",,,
Christo's apartment,,,Christo,,,,,,,Coruscant,,
Christophsis,,,Galactic Republic,,,,,,,,,Terrestrial
Christophsis double-towered building,,,Galactic Republic,,,,,,,"Chaleydonia, Christophsis",,
Christophsis Republic base,,,Galactic Republic,,,,,,,"Chaleydonia, Christophsis",,
Christophsis Separatist headquarters,,,Confederacy of Independent Systems,,,,,,,"Chaleydonia, Christophsis",,
Christophsis Separatist tower,,,Confederacy of Independent Systems,,,,,,,"Chaleydonia, Christophsis",,
Chuang,,,Jedi Order,Male,,,,,,,,
Chuang's apprentice,,,Jedi Order,,,,,,By 3 ABY,,,
Chuppa Chok,,,Varcinius Agglomeration,Male,,,,,,,,
Church droid,,,Church of the Force,,,,,Jedha,,,,
Churo's greenhouse laboratory,,,Devirsivik Clan,,,,,,,Nal Hutta,,
Cianne,,,Alliance to Restore the Republic,Female,,,,,,,,
Cid's mine,,,Ciddarin Scaleback,,,,,,,Ipsidon,,
Cincey's work hut,,,Path of the Open Hand,,,,,,,"Path of the Open Hand Compound, Dalna",,
Cinda Tarheel,,,Alliance to Restore the Republic,Female,She/her,,,,"4 ABY, Endor system",,,
Cinderon Malpe,,,Galactic Empire,,He/him,,,Derella,,,,
CIS mobile command center,,,Confederacy of Independent Systems,,,,,,,Maridun,,
Citadel,,,Galactic Republic,,,,,,,Lola Sayu,,
Citadel droid unit,,,Confederacy of Independent SystemsSeparatist Droid Army,,,,,,,Lola Sayu,,
Citadel of Ktath'atn,,,Queen of Ktath'atn's hive,,,,,,,Ktath'atn,,
City square,,,Confederacy of Independent Systems,,,,,,,Desix City,,
Civic Center,,,Mandalorians,,,,,,,"Sundari, Mandalore",,
Clabburn Range,,,Alliance to Restore the Republic,,,,,,,Hoth,,
Clan Mudhorn cabin,,,Clan Mudhorn,,,,,,,Nevarro,,
Clarr fleet depot,,,Chiss Ascendancy,,,,,,,Cormit,,
Claw plateau,,,Claw,,,,,,,"Claw territory, Parnassos",,
Claw territory,,,Claw,,,,,,,Parnassos,,
Cleland Cudds,,,Bedlam Raiders,,,,,,"9 BBY,",,,
Cleo Station,,,Con Star Mining Corporation,,,,,,,Parnassos,,
Cliffside Fortress,,,Nightbrothers,,,,,,,"Strangled Cliffs, Dathomir",,
Clone barracks,,,Galactic Republic,,,,,,,"Fort Anaxes, Anaxes",,
Clone Force 99's barracks,,,Clone Force 99,,,,,,,"Tipoca City Military Complex, Tipoca City, Kamino",,
Cloud City security droid,,,Cloud City,,,,,,,,,Security droid
Clovis' office,,,InterGalactic Banking Clan,,,,,,,"Main Vault's central spire, Scipio",,
Club Afterburn,,,Alliance to Restore the Republic,,,,,,,Redemption,,
Club Lazuli,,,Sixth Kin,,,,,,,"Canto Bight, Cantonica",,
Clunk,,,Haxion Brood,,,,,,14 BBY,,,
Cly Kullervo,,,Clan Verminoth,,She/her,,,,,,,
CO-34,,,Resistance,,He/him,,,,"Between 31–32 ABY,",,,Binary loadlifter
Coalition for Progress headquarters,,,Galactic Empire,,,,,,,Centax-3,,
Coba Dunivee,,,A Corellian holographic media conglomerate,Female,,,,,,,,
CoCo Town,,,Galactic Republic,,,,,,,Coruscant,,
Coduyo family lands,,,Chiss Ascendancy,,,,,,,Celwis,,
Cold-weather Hailfire Droid,,,Alliance to Restore the Republic,,,,,,,,,Droid tank
Colonial Station Camco,,,Chiss Ascendancy,,,,,,,,,Terrestrial
Colonial Station Chaf,,,Chiss Ascendancy,,,,,,,,,Terrestrial
Colossus command bridge,,,Resistance,,,,,,,"Doza Tower, Colossus",,
Comali's son,,,Kingdom of Shu-Torun,Male,He/him,,,,During the mission to Shu-Torun,,,
Combined headquarters of the Imperial Army and Navy,,,Galactic Empire,,,,,,,"Federal District, Galactic City, Coruscant",,
Comfort Unit,,,Galactic Empire,,,,,,,Aldhani,,
Command Center,,,First Order,,,,,,,Starkiller Base,,
Command center (Narkina 5),,,Galactic Empire,,,,,,,Narkina 5,,
Command Sector (North),,,Galactic Empire,,,,,,,DS-2 Death Star II Mobile Battle Station,,
Command Sector (South),,,Galactic Empire,,,,,,,DS-2 Death Star II Mobile Battle Station,,
Commerce center,,,New Republic,,,,,,,Mennar-Daye,,
Commerce Guild headquarters,,,Commerce Guild,,,,,,,Felucia,,
Commerce Guild hub,,,Commerce Guild,,,,,,,Minntooine,,
Commodex Tahn's protocol droid,,,Tahn family,,,,,,"0 ABY, Naboo",,,Protocol droid
Commodex Tahn's villa,,,Galactic Republic,,,,,,,"Theed, Naboo",,
Comms center four,,,Resistance,,,,,,,"Resistance base, D'Qar",,
Company 326,,,Galactic Republic,,,,,,,Enthenium,,
COMPNOR arcology,,,Galactic Empire,,,,,,,"Imperial Center, Federal District, Level 5127",,
Concession Stand,,,Unkar's thugs,,,,,,,"Niima Outpost, Jakku",,
Concordia,,,New Mandalorians,,,,,,,,,Terrestrial
Concordian mines,,,Death Watch,,,,,,,Concordia,,
Confusion,,,Force Priestesses,Female,,,Gray (manifestation),Wellspring of Life,,,Yellow (manifestation),
Congenial Archive,,,New Republic,,,,,,,"A New Republic skyscraper, Galactic City Coruscant",,
Conithr,,,Jedi Order,,She/her,,,,In 230 BBY or 229 BBY,,,
Contemplation balcony,,,Jedi Order,,,,,,,"Temple Spire, Coruscant",,
Contemplation gardens,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
Contemplation Stations,,,Jedi Order,,,,,,,"High Council Tower, Jedi Temple, Coruscant",,
Control Room 327,,,Galactic Empire,,,,,,,Death Star,,
Convergence,,,House Palpatine,,,,,,,"Lake Country, Naboo",,
Convict 2317,,,Galactic Empire,,,,Gray,,"c. 3 ABY, aboard an EF76 Nebulon-B escort frigate",,Green,
Convocate Hall,,,Chiss Ascendancy,,,,,,,"Csaplar, Csilla",,
Convocation Chambers,,,Convocation of the Force,,,,,,,"Square of the Supplicants, Holy City, Jedha",,
Coora,,,Galactic Empire,,She/her,,,,,,,
Coovern,,,Galactic Empire,,,,,,c. 1 ABY,,,
Copper (droid),,,Galactic Empire,,,,,,,,,Protocol droid
Cor Tophervin,,,Galactic Empire,Male,,,,,"6 BBY, Inusagi",,,
Corbin,,,Galactic Empire,Male,,,,,,,,
Corde (bounty hunter),,,Haxion Brood,Female,She/her,,,,"9 BBY,",,,
Cordon 1016,,,Benelex Marshal Service,,,,,,,"Level 11-6, Gulhadar prison, Gulhadar III",,
Core Nine mining megafacility,,,Galactic Empire (briefly),,,,,,,"Scar of Troithe, Troithe",,
Corellian Command Base,,,Corellian Engineering Corporation,,,,,,,"Coronet City, Corellia",,
Corellian Industrial Cluster,,,Galactic Empire,,,,,,,Expansion Region,,
Corf Ferno,,,Galactic Empire,,He/him,,,,,,,
Cornell,,,Taeltor Province trade school,Male,He/him,,,,,,,
Coromont Vizzle,,,Maz Kanata's pirate crew,Male,He/him,,Blue,,,,Red,
Coromun,,,Corporate Sector Authority,Male,,,,,,,,
Coronet City,,,Galactic Republic,,,,,,,Veneto,,
Coronet City temple,,,Jedi Order,,,,,,,"Coronet City, Corellia",,
Corporate Alliance headquarters,,,Corporate Alliance,,,,,,,Murkhana,,
Corporate Alliance landing field,,,Corporate Alliance,,,,,,,Murkhana,,
Corporate Alliance medcenter,,,Corporate Alliance,,,,,,,Murkhana,,
Corporate Security Headquarters,,,Preox-Morlana,,,,,,,Morlana-1,,
Corps of Engineers headquarters,,,Galactic Republic,,,,,,,Coruscant,,
Corran Horn,,,Alliance to Restore the Republic,,He/him,,,,,,,
Corridor 327E-6,,,Galactic Empire,,,,,,,Death Star,,
Corridor eighty-four,,,Galactic Republic,,,,,,,Starlight Beacon,,
Corridor L104E,,,Galactic Empire,,,,,,,Death Star,,
Corridor R383E,,,Galactic Empire,,,,,,,Death Star,,
Corridor twenty-three,,,Galactic Republic,,,,,,,Starlight Beacon,,
Corto Belrake,,,Noble Court,Male,,,,,,,,
Cortosis B2 super battle droid,,,Confederacy of Independent Systems,Masculine programming,,,,Mokivj,,,,Battle droid
Cortosis mine,,,Confederacy of Independent Systems,,,,,,,Mokivj,,
Cortosis mine (Dinzo),,,Galactic Empire,,,,,,,DinzoSome time during the early rebellion against the Galactic Empire,,
Corulag,,,Galactic Empire,,,,,,,,,Terrestrial
Corulag Military Academy,,,Galactic Empire,,,,,,,Corulag,,
Coruscant auditorium,,,Galactic Empire,,,,,,,Coruscant,,
Coruscant flight academy,,,Galactic Republic,,,,,,,Coruscant,,
Coruscant Guard,,,Galactic Republic,,,,,,,Kamino,,
Coruscant Industrial Zone Detention Center,,,Cad Bane,,,,,,,"Industrial District, Coruscant",,
Coruscant police sector 417,,,Galactic Republic,,,,,,,Coruscant,,
Coruscant Police Sectors,,,Galactic Republic,,,,,,,Coruscant,,
Coruscant tower secret hangar,,,Sith,,,,,,,"Coruscant tower, Coruscant",,
Coruscant Underworld,,,Galactic Republic,,,,,,,Coruscant,,
Corvax Fortress,,,Lady Corvax,,,,,,,Mustafar,,
Corwi Selgrothe,,,Galactic Empire,,She/her,,,,,,,
Corwin Ballast,,,Ergel's Bar,Male,He/him,,,Mordal,,,,
Cosmatanic Steppes,,,Archaeological Association,,,,,,,"Cosmatanic Steppes gas giant, Outer Rim Territories",,
Cosweg Budeesho,,,Confederacy of Independent Systems,Male,He/him,,,,,,,
Council Towers,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
Courier droid,,,Zam Wesell,,,,,,,,,Messenger droid
Cowus Roont,,,Galactic Republic,,She/her,,,Dwartii,,,,
CP-3643,,,First Order,Male,,,,,,,,
CR-8R,,,Graf family,Masculine programming,,,,,,,,Monster droid
Crait outpost,,,Alliance to Restore the Republic,,,,,,,Crait,,
Crait's northern continent,,,Alliance to Restore the Republic,,,,,,,Crait,,
Crathmore,,,Adelhard coalition,,He/him,,,,,,,
Creel,,,Alliance to Restore the Republic,Male,,,,,,,,
Creet,,,Galactic Empire,Female,,,,,,,,
Crevasse City (Alderaan),,,House of Organa,,,,,,,"Built on walls of a massive canyon, concealed areas underground",,
Crimson Dawn District (Kijimi),,,Crimson Dawn,,,,,,,"Kijimi City, Kijimi",,
Crimson Dawn District (Mirogana),,,Crimson Dawn,,,,,,,"Mirogana, Toshara",,
Crimson Dawn ore hub,,,Crimson Dawn,,,,,,,Athus Klee,,
Crimson Dawn Regional Outpost,,,Crimson Dawn,,,,,,,Outer Rim Territories,,
Crimson Dawn Sub-Headquarters,,,Crimson Dawn,,,,,,,Laecor,,
Crispin Imperial Depository,,,Galactic Empire,,,,,,,"Iridium Mountains, Vandor",,
Crown of Corellia Dining Room,,,Chandrila Star Line,,,,,,,Halcyon,,
Crucival,,,Malkhanis,,,,,,,,,Terrestrial
Crueya Vandron,,,Galactic Republic,,He/him,,,,,,,
Crystal Cave,,,Jedi Order,,,,,,,"Jedi Temple, Ilum",,
Crystal mine,,,Lady Corvax,,,,,,,"Corvax Fortress, Mustafar",,
CS-321,,,Weequay pirates,Masculine programming,,,,,"20 BBY,",,,Protocol droid
CSF Staff and Social Club,,,Coruscant Security Force,,,,,,,Coruscant,,
Cuthus,,,Hutt Clan,,,Black,Light,,,,Brown,
Cyber Center,,,Confederacy of Independent Systems,,,,,,,Anaxes,,
Cygnus Anton,,,Galactic Empire,,,,,,"Between 3 ABY and 4 ABY, Calior",,Green,
Cylo's research base,,,Cylo Directive,,,,,,,"Crushank Nebulae, Outer Rim Territories",,
CZ-1 (tutor droid),,,Kyrell family,Masculine programming,,,,Jelucan,,,,
CZ-1G5,,,Niima Outpost,,He/him,,,,Destroyed on Jakku during a skirmish; later repaired,,,Secretary droid
CZ-7OB,,,House of Organa,Masculine programming,,,,Alderaan,"0 BBY,",,,
Czerka facility,,,Czerka Corporation,,,,,,,Pijal's moon,,
Czerka headquarters,,,Czerka Corporation,,,,,,,Pijal,,
Czerka office,,,Czerka Corporation,,,,,,,Pijal's moon,,
D'Qar,,,Alliance to Restore the Republic,,,,,,,,,Terrestrial
D-1G,,,Beckett's gang,,,,,,"After the heist on Hovun IV, Munt Ontdal",,,Astromech droid
D-34-KI,,,Galactic Empire,Masculine programming,,,,,Between 5 BBY and 1 BBY,,,Recon droid
D-85,,,Zargo Anaximander,,,,,,,,,Protocol droid
D-O,,,Sith Eternal,Masculine programming,He/him,,,,,,,
D-Sector,,,First Order,,,,,,,Supremacy,,
D3-O9,,,Chandrila Star Line,,She/her,,,,,,,Logistics droid
D473,,,Con Star Mining Corporation,Masculine programming,,,,,,,,
D477,,,Con Star Mining Corporation,Feminine programming,,,,,,,,
D4L1,,,Free Ryloth Movement,Masculine programming,,,,,,,,
D6 (astromech droid),,,Alliance to Restore the Republic,,,,,,,,,Astromech droid
D8-40,,,The Smuggler,Masculine,,,,,,,,
Daa Camp,,,Daa Corporation,,,,,,,Ontotho,,
Daa Corporation droid,,,Daa Corporation,,,,,,,,,Security droid
Dafir Toogan,,,Partisans,,He/him,,,,,,,
Dagger (Virgillian),,,Virgillian Free Alignment,Female,She/her,,,,,,,
Dags,,,Nihil,,,,,,"c. 230 BBY, Vorzyd V",,,
Dai Bendu Monastery,,,Dai Bendu,,,,,,,"Mount Izukika, Kijimi",,
Dakous,,,Galactic Empire,He/him,,,,,c. 4 ABY,,,
Dalna temple,,,Jedi Order,,,,,,,Dalna,,
Dalna temple archives,,,Jedi Order,,,,,,,"Dalna temple, Dalna",,
Dameron homestead,,,Dameron family,,,,,,,"Wetyin's Colony, Yavin 4",,
Dandoran,,,Hutt Clan,,,,,,,,,Terrestrial
Danger Squadron,,,Alliance to Restore the Republic,,,,,,,Naboo,,
Dankayo,,,Alliance to Restore the Republic (Suspected),,,,,,,Colonies,,
Danto Parapa,,,Parapa Cartel,,He/him,,,,,,,
Dantooine,,,Jedi Order,,,,,,,,,Terrestrial
Dantooine base,,,Alliance to Restore the Republic (briefly),,,,,,,Dantooine,,
Darin Gento,,,Galactic Empire,,He/him,,,,During the Imperial Era,,,
Darita,,,Galactic Empire,Female,She/her,,,,"c. 5 ABY,",,,
Darita's husband,,,Galactic Empire,,He/him,,,,,,,
Dark science laboratory,,,Sith,,,,,,,"Sith Citadel, Exegol",,
Dark Squadron,,,Galactic Empire,,,,,,,Executor,,
Daro,,,Galactic Empire,,,,,,,,,Terrestrial
Daroona House,,,Crimson Dawn,,,,,,,"South Jundland Wastes, Tatooine",,
Darsana,,,Galactic Republic,,,,,Glee Anselm,,,,
Darth Atrius,,,Sith,Male,He/him,,,,Sometime before the skirmish on Hradreek,,,
Darth Caldoth's laboratory complex,,,Darth Caldoth,,,,,,,Athamar,,
Darth Caldoth's Master,,,Sith,,,,,,"Sometime before 19 BBY, unidentified abandoned moon",,,
Darth Krall,,,Jedi Order,,He/him,,Gray,,,,,
Darth Maul's lair,,,Maul,,,,,,,Lotho Minor,,
Darth Noctyss,,,Sith,Female,She/her,,,,Long before 21 ABY,,,
Darth Quellus,,,Sith,Male,He/him,,,,,,,
Darth Sakia,,,Sith,Female,She/her,,,,,,,
Darth Sanguis,,,Sith,Male,He/him,,,,Exegol,,,
Darth Sanguis' laboratory,,,Sith,,,,,,,"Sith Citadel, Exegol",,
Darth Siberus,,,Sith,Female,She/her,,Pale,,,,,
Darth Siberus' Tomb,,,Unidentified Princess,,,,,,,Salaniss,,
Darth Sidious's secret facility,,,Sith Order,,,,,,,Mustafar,,
Darth Skrye,,,Sith,Female,,,,,,,,
Darth Vader's suite,,,Sith Order,,,,,,,"Galactic City, Coruscant",,
Darth Voord,,,Sith,,He/him,,,,,,,
Darton Bailey,,,Alliance to Restore the Republic,Male,,,,,,,,
Darvel,,,Galactic Republic,,,,,,"231 BBY, Relay Post Epsilon One, Galov system",,,
Daschorb,,,Haxion Brood,,,,,,14 BBY,,,
Dash Rendar,,,Alliance to Restore the Republic,Male,He/him,,,,,,,
Dashira Dobeq,,,House of Organa,Female,,,,Ryloth,,,,
Dav Taffral,,,Alliance to Restore the Republic,Male,He/him,,,,,,,
Davim Ak,,,Civilian Defense Force,Male,,,,,,,,
Dayja Collerand,,,Galactic Empire,Male,He/him,,,,,,,
Dayun,,,Galactic Empire,,He/him,,,,,,,
DD-EC,,,Pyloon's Saloon,Masculine programming,He/him,,,,,,,
DDM-38,,,Galactic Empire,Feminine programming,,,,,"24 ABY, Parnassos",,,
De'Rruyet Center,,,De'Rruyet Industries,,,,,,,Midarr,,
Death Star bar,,,Galactic Empire,,,,,,,Death Star,,
Death Star City,,,Galactic Empire,,,,,,,Death Star,,
Death Star conference room,,,Galactic Empire,,,,,,,"Northern Polar Command Sector,",,
Death Star II morgue,,,Galactic Empire,,,,,,,DS-2 Death Star II Mobile Battle Station,,
Death Star's holding room,,,Galactic Empire,,,,,,,DS-2 Death Star II Mobile Battle Station,,
Death Star's shield generator,,,Galactic Empire,,,,,,,Endor,,
Death trooper training camp,,,Galactic Empire,,,,,,,Scarif,,
Deathshrine,,,Central Isopter,,,,,,,Ash Moon 1,,
Deathwatch hideout,,,Death Watch,,,,,,,"Concordian mines, Concordia",,
Debating chamber,,,Galactic Republic,,,,,,,Coruscant,,
DeBoer,,,First Order,Female,,,,,,,,
Deck four,,,Galactic Republic,,,,,,,Third Horizon,,
Deck Nine,,,First Order,,,,,,,Starkiller Base,,
Deck three,,,Galactic Republic,,,,,,,Third Horizon,,
Decommissioning facility,,,Galactic Empire,,,,,,,"Coronet City, Corellia",,
Dedra Meero's office,,,Galactic Empire,,,,,,,"ISB Central Office, Coruscant",,
Dee,,,Jedi Order,,,,,,,,,Caretaker droid
Dee'ja Peak,,,Naboo,,,,,,,Gallo Mountains,,
Dee-Four,,,Alliance to Restore the Republic,,,,,,,,,Protocol droid
Dee-Twelve,,,Jerlyn's family,,He/him,,,,,,,
Deechi's office,,,Galactic Republic,,,,,,,"Senate Office Building, Senate District, Coruscant",,
Deena,,,De'Rruyet Industries,,,,,,"3 ABY, Midarr",,,
Deena's squad,,,Galactic Empire,,,,,,,Cloud City,,
Deenlark's office,,,Galactic Empire,,,,,,,"Royal Imperial Academy, Imperial City, Coruscant",,
Deep Core Security Zone,,,Galactic Empire,,,,,,,Deep Core,,
Defense Drone (Sprocket),,,Hunters of the Outer Rim,,,,,,,,,Drone
Defense Force headquarters,,,Chiss Defense Force,,,,,,,Csilla,,
Defensive Perimeter,,,Galactic Empire,,,,,,,"Fortress Inquisitorius, Nur",,
Deggen Sont,,,Galactic Empire,Male,He/him,,,,,,,
Dek-Nil,,,Son-tuul Pride,,He/him,,,,"1 ABY, a pirate station",,,Battle droid
Deland Tyerell,,,Ratts Tyerell Foundation,Male,,,,,,,,
Dellalo Dayson,,,New Republic,Female,She/her,,,,,,,
Dellex,,,Nihil,Female,She/her,,,,"232 BBY, New Elite, Kur Nebula",,,
Delphi Kloda,,,Kanjiklub,Male,,,,,"29 ABY, Vashka",,,
Delta Flight (Galactic Empire),,,Galactic Empire,,,,,,,Ryloth,,
Delta Leader (Exegol),,,Resistance,,,,,,"35 ABY,",,,
Delving droid,,,Blythe family,,,,,,,,,Mining droid
Demirian stronghold,,,Demirian government,,,,,,,Demir,,
Den (Ring of Kafrene),,,Zero Company,,,,,,,Ring of Kafrene,,
Den of the White Worms,,,White Worms,,,,,,,"Coronet City, Corellia",,
Dendra's Antiquities,,,Doma Dendra,,,,,,,"Rambler's Reach, Koboh",,
Denel Strench,,,"""DJ""",Male,,,,,,,,
Denic's garage,,,Denic,,,,,,,"Jedha City, Jedha",,
Denish Wraive,,,New Republic,Male,,,,,"5 ABY, Jakku",,,
Dennet Clyde,,,The Hammers,Male,He\him,,,,"12 BBY, Thorum",,,
Depa Billaba's battalion,,,Galactic Republic,,,,,,,Haruun Kal,,
Depatar,,,Smugglers,,,,,,,A planet,,
Derantus,,,Galactic Empire,,He/him,,,,,,,
Derelict Dam,,,Bedlam Raiders,,,,,,,"Dredger Gorge, Koboh",,
Derelict Hangar,,,Galactic Empire,,,,,,,Zeffo,,
Derren Flet,,,Jabba Desilijic Tiure,Male,,,,,,,,
Desert Survey Office,,,Pyke Syndicate,,,,,,,"Mos Eisley, Tatooine",,
Desert Valley,,,Galactic Empire,,,,,,,Tatooine,,
Desix,,,Galactic Republic (seceded),,,,,,,,,Terrestrial
Desix Bell Tower,,,Desix Separatist holdout,,,,,,,Desix City,,
Detention Block AA-23,,,Galactic Empire,,,,,,,"Detention Level, Death Star",,
Detention Block B7,,,Galactic Empire,,,,,,,Chimaera,,
Detention Level,,,Galactic Empire,,,,,,,Death Star,,
Detral,,,Nihil,,He/him,,,,c. 230 BBY,,,
