,from,where,text,movie_num,text_processed,trilogy,name,species,affiliation,gender,pronouns,hair,skin,homeworld,death,height,eyes,class,mass,apprentices,birth,families,parents,matched_name,community
4983,rieekan,INT. REBEL BASE - COMMAND CENTER,Their primary target will be the power generators. Prepare to open the shield.,5,their primary target will be the power generators prepare to open the shield,2,carlist rieekan,Human (Alderaanian),Galactic Republic,Male,He/him,Brown,Fair,Alderaan,,1.8 meters,Blue,,,,Alderaan,,,rieekan,2.0
4984,rieekan,INT. REBEL BASE - COMMAND CENTER,I don't think we can protect two transports at a time.,5,i dont think we can protect two transports at a time,2,carlist rieekan,Human (Alderaanian),Galactic Republic,Male,He/him,Brown,Fair,Alderaan,,1.8 meters,Blue,,,,Alderaan,,,rieekan,2.0
4985,rieekan,INT. REBEL BASE - COMMAND CENTER,(into comlink) Launch patrols.,5,into comlink launch patrols,2,carlist rieekan,Human (Alderaanian),Galactic Republic,Male,He/him,Brown,Fair,Alderaan,,1.8 meters,Blue,,,,Alderaan,,,rieekan,2.0
4986,royal guard,154 EXT. CORUSCANT-SENATE OFFICE BUILDING-UNDERGROUND STARSHIP LANDING PLATFORM-DAY,Identification...,3,identification,1,unidentified captain of the royal guard,Human (clone),Galactic Empire,Male,,,,Kamino,"14 BBY, Ryloth",1.83 meters,,,,,,,,royal guard,0.0
4987,rune,INT. FEDERATION BATTLESHIP - BRIDGE,"Have you ever encountered a Jedi Knight before, sir?",1,have you ever encountered a jedi knight before sir,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4988,rune,INT. FEDERATION BATTLESHIP - BRIDGE,"That won't be enough, sir.",1,that wont be enough sir,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4989,rune,INT. FEDERATION BATTLESHIP - BRIDGE,We will not survive this.,1,we will not survive this,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4990,rune,INT. FEDERATION BATTLESHIP - BRIDGE,They're still coming through!,1,theyre still coming through,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4991,rune,INT. FEDERATION BATTLESHIP - BRIDGE,Where are those destroyer droids?!,1,where are those destroyer droids,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4992,rune,INT. FEDERATION BATTLESHIP - BRIDGE,They're no match for destroyer droids.,1,theyre no match for destroyer droids,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4993,rune,INT. FEDERATION BATTLESHIP - BRIDGE,It's Queen Amidala herself.,1,its queen amidala herself,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4994,rune,INT. FEDERATION BATTLESHIP - BRIDGE,"She's right, the Senate will never",1,shes right the senate will never,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4995,rune,INT. FEDERATION BATTLESHIP - BRIDGE,Do you think she suspects an attack?,1,do you think she suspects an attack,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4996,rune,EXT. NABOO EDGE OF SWAMP / GRASS PLAINS - TWILIGHT (FX),"Captain, we've searched the ship and there is no trace of the Jedi. They may have gotten on one of your landing craft.",1,captain weve searched the ship and there is no trace of the jedi they may have gotten on one of your landing craft,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4997,rune,INT. FEDERATION BATTLESHIP - BRIDGE,You didn't tell him about the missing Jedi?,1,you didnt tell him about the missing jedi,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4998,rune,INT. FEDERATION BATTLESHIP - CONFERENCE ROOM,We should not have made this bargain.,1,we should not have made this bargain,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
4999,rune,INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT,A Sith lord here with us?!,1,a sith lord here with us,1,rune haako,Neimoidian,Trade Federation,Male,He/him,,Green,Neimoidia,"19 BBY, Mustafar",1.96 meters,Red-gold,,,,,,,rune,5.0
5000,ruwee,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","(grinning) You came to the right place at the right time. Sit down, son.",2,grinning you came to the right place at the right time sit down son,1,ruwee naberrie,Human,,Male,,Brown,Light,,,,Blue,,,,,Naberrie family,,ruwee,5.0
5001,ruwee,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON",Dear...,2,dear,1,ruwee naberrie,Human,,Male,,Brown,Light,,,,Blue,,,,,Naberrie family,,ruwee,5.0
5002,ruwee,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON",(to Anakin) Is she?,2,to anakin is she,1,ruwee naberrie,Human,,Male,,Brown,Light,,,,Blue,,,,,Naberrie family,,ruwee,5.0
5003,ruwee,EXT. PADME'S PARENTS' GARDEN - AFTERNOON,"Sometimes I wish I'd traveled more... but I must say, I'm happy here.",2,sometimes i wish id traveled more but i must say im happy here,1,ruwee naberrie,Human,,Male,,Brown,Light,,,,Blue,,,,,Naberrie family,,ruwee,5.0
5004,ruwee,EXT. PADME'S PARENTS' GARDEN - AFTERNOON,"(nodding) Yes, and before that, I was a builder. I also worked for the Refugee Relief Movement, when I was very young.",2,nodding yes and before that i was a builder i also worked for the refugee relief movement when i was very young,1,ruwee naberrie,Human,,Male,,Brown,Light,,,,Blue,,,,,Naberrie family,,ruwee,5.0
5005,ruwee,EXT. PADME'S PARENTS' GARDEN - AFTERNOON,"Now tell me, son. How serious is this thing? How much danger is my daughter really in?",2,now tell me son how serious is this thing how much danger is my daughter really in,1,ruwee naberrie,Human,,Male,,Brown,Light,,,,Blue,,,,,Naberrie family,,ruwee,5.0
5006,ruwee,EXT. PADME'S PARENTS' GARDEN - AFTERNOON,I don't want anything to happen to her.,2,i dont want anything to happen to her,1,ruwee naberrie,Human,,Male,,Brown,Light,,,,Blue,,,,,Naberrie family,,ruwee,5.0
5007,ryoo & pooja,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",Aunt Padme!! Aunt Padme!!,2,aunt padme aunt padme,1,,,,,,,,,,,,,,,,,,,
5008,ryoo & pooja,"INT. JEDI TEMPLE, ARCHIVES LIBRARY - DAY",ARTOO!!!,2,artoo,1,,,,,,,,,,,,,,,,,,,
5009,sabe,INT. THED - PALACE THRONE ROOM - DAY,"I will not be signing any treaty, Viceroy, because you've lost!",1,i will not be signing any treaty viceroy because youve lost,1,salbee,,Sarkin Enneb's criminal group,Female,She/her,,,,,Taller than 1.58 meters,,,,,c. 31 BBY,,,sabe,5.0
5010,scout #1,64 EXT FOREST CLEARING - CAMPSITE,Go for help! Go!,6,go for help go,2,,,,,,,,,,,,,,,,,,,
5011,scout #1,67 EXT FOREST CLEARING - LEIA'S CRASH SITE,"Freeze! Come on, get up!",6,freeze come on get up,2,,,,,,,,,,,,,,,,,,,
5012,scout #1,67 EXT FOREST CLEARING - LEIA'S CRASH SITE,Go get your ride and take her back to base.,6,go get your ride and take her back to base,2,,,,,,,,,,,,,,,,,,,
5013,scout #2,67 EXT FOREST CLEARING - LEIA'S CRASH SITE,"Yes, sir.",6,yes sir,2,,,,,,,,,,,,,,,,,,,
5014,sebulba,EXT. MOS ESPA - STREET - MARKET - DAY,Chuba!,1,chuba,1,sebulba,Dug,,Male,He/him,none,Purple and beige,Malastare,,1.12 meters,Yellow,,,,,,,sebulba,5.0
5015,sebulba,EXT. MOS ESPA - STREET - MARKET - DAY,Ni chuba na?,1,ni chuba na,1,sebulba,Dug,,Male,He/him,none,Purple and beige,Malastare,,1.12 meters,Yellow,,,,,,,sebulba,5.0
5016,sebulba,EXT. MOS ESPA - STREET - MARKET - DAY,"Tooney rana nu pratta dunko, shag.",1,tooney rana nu pratta dunko shag,1,sebulba,Dug,,Male,He/him,none,Purple and beige,Malastare,,1.12 meters,Yellow,,,,,,,sebulba,5.0
5017,sebulba,EXT. MOS ESPA - STREET - MARKET - DAY,"Neek me chowa, wermo, mo killee ma klounkee Una noto wo shag, me wompity du pom pom.",1,neek me chowa wermo mo killee ma klounkee una noto wo shag me wompity du pom pom,1,sebulba,Dug,,Male,He/him,none,Purple and beige,Malastare,,1.12 meters,Yellow,,,,,,,sebulba,5.0
5018,sebulba,EXT. MOS ESPA - ARENA - STARTING GRID - DAY,"Bazda wahota, shag. Dobiella Nok. Yoka to Bantha poodoo.",1,bazda wahota shag dobiella nok yoka to bantha poodoo,1,sebulba,Dug,,Male,He/him,none,Purple and beige,Malastare,,1.12 meters,Yellow,,,,,,,sebulba,5.0
5019,second commander,119 INT BUNKER - CONTROL ROOM,"Yes, sir.",6,yes sir,2,,,,,,,,,,,,,,,,,,,
5020,second controller,INT. VADER'S STAR DESTROYER - BRIDGE - CONTROL DECK,"Sir, we have a priority signal from the Star Destroyer Avenger.",5,sir we have a priority signal from the star destroyer avenger,2,,,,,,,,,,,,,,,,,,,
5021,second officer,INT. REBEL BLOCKADE RUNNER - HALLWAY,"Lord Vader, the battle station plans are not aboard this ship! And no transmissions were made. An escape pod was jettisoned during the fighting, but no life forms were aboard.",4,lord vader the battle station plans are not aboard this ship and no transmissions were made an escape pod was jettisoned during the fighting but no life forms were aboard,2,unidentified midsummer second officer,Chiss,Chiss Ascendancy,Male,,,,,,,,,,,,,,second officer,2.0
5022,second officer,EXT. BATTLEFIELD - SNOW TRENCH,Fall back!,5,fall back,2,unidentified midsummer second officer,Chiss,Chiss Ascendancy,Male,,,,,,,,,,,,,,second officer,2.0
5023,second threepio,INT. CLOUD CITY - CORRIDOR,(mumbles) E chu ta!,5,mumbles e chu ta,2,,,,,,,,,,,,,,,,,,,
5024,second trooper,EXT. TATOOINE - DESERT - DAY,"Look, sir -- droids.",4,look sir  droids,2,,,,,,,,,,,,,,,,,,,
5025,second trooper,INT. DEATH STAR - POWER TRENCH,Maybe it's another drill.,4,maybe its another drill,2,,,,,,,,,,,,,,,,,,,
5026,second trooper,INT. DEATH STAR - POWER TRENCH,What was that?,4,what was that,2,,,,,,,,,,,,,,,,,,,
5027,seek,EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY,"Come on, let's go play ball. Keep it up, Annie, and you're gonna be bug squash.",1,come on lets go play ball keep it up annie and youre gonna be bug squash,1,seek,Human,A moisture farm,Male,He/him,Red,Light,Tatooine,,,Dark,,,,c. 42 BBY,,,seek,5.0
5028,senator ask aak,INT. SENATE CHAMBER - DAY,"How many more Senators will die before this civil strife ends! We must confront these rebels now, and they need an army to do it.",2,how many more senators will die before this civil strife ends we must confront these rebels now and they need an army to do it,1,ask aak,Gran,Galactic Republic,Male,He/him,,Orange-brown,Malastare,,1.80 meters,Black,,,,,,,senator ask aak,0.0
5029,senator ask aak,"INT. CORUSCANT, CHANCELLOR'S OFFICE","The debate is over, we need that clone army now!",2,the debate is over we need that clone army now,1,ask aak,Gran,Galactic Republic,Male,He/him,,Orange-brown,Malastare,,1.80 meters,Black,,,,,,,senator ask aak,0.0
5030,senator ask aak,"INT. CORUSCANT, CHANCELLOR'S OFFICE",But we must prepare for the worst. I'm going to propose a motion granting emergency powers to the Chancellor at the next session. We must not wait!,2,but we must prepare for the worst im going to propose a motion granting emergency powers to the chancellor at the next session we must not wait,1,ask aak,Gran,Galactic Republic,Male,He/him,,Orange-brown,Malastare,,1.80 meters,Black,,,,,,,senator ask aak,0.0
5031,senator ask aak,"INT. CORUSCANT, CHANCELLOR'S OFFICE","Thank you, Representative Binks.",2,thank you representative binks,1,ask aak,Gran,Galactic Republic,Male,He/him,,Orange-brown,Malastare,,1.80 meters,Black,,,,,,,senator ask aak,0.0
5032,senior controller,INT. HOTH - REBEL BASE - COMMAND CENTER,It's metal.,5,its metal,2,,,,,,,,,,,,,,,,,,,
5033,senior controller,INT. HOTH - REBEL BASE - COMMAND CENTER,No. Wait - there's something very weak coming through.,5,no wait  theres something very weak coming through,2,,,,,,,,,,,,,,,,,,,
5034,server,"INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY",Keep moving! Keep moving!,2,keep moving keep moving,1,unidentified mon calamari server,Mon Calamari,Unidentified inn,Male,,,Red,,,,Orange,,,,,,,server,5.0
5035,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,All slaves have transmitters placed inside their bodies somewhere.,1,all slaves have transmitters placed inside their bodies somewhere,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5036,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,Any attempt to escape,1,any attempt to escape,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5037,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,The Republic doesn't exist out here we must survive on our own.,1,the republic doesnt exist out here we must survive on our own,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5038,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,Gambling. Everything here revolves around betting on those awful races.,1,gambling everything here revolves around betting on those awful races,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5039,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"Anakin, settle down. Watto won't let you",1,anakin settle down watto wont let you,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5040,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"I don't want you to race, Annie It's awful. I die every time Watto makes you do it.",1,i dont want you to race annie its awful i die every time watto makes you do it,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5041,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,Anakin,1,anakin,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5042,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,No,1,no,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5043,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"No, Annie's right, there is no other way I may not like it, but he can help you he was meant to help you.",1,no annies right there is no other way i may not like it but he can help you he was meant to help you,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5044,shmi,EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY,He knows nothing of greed. He has,1,he knows nothing of greed he has,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5045,shmi,EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY,Yes,1,yes,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5046,shmi,EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY,He deserves better than a slave's life.,1,he deserves better than a slaves life,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5047,shmi,EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY,"There was no father, that I know of I carried him, I gave him birth I can't explain what happened. Can you help him?",1,there was no father that i know of i carried him i gave him birth i cant explain what happened can you help him,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5048,shmi,EXT. SLAVE QUARTERS - BALCONY - NIGHT,"Annie, bedtime!",1,annie bedtime,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5049,shmi,EXT. SLAVE QUARTERS - BALCONY - NIGHT,Annie! I'm not going to tell you again!,1,annie im not going to tell you again,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5050,shmi,EXT. MOS ESPA - ARENA - STARTING GRID - DAY,Be safe.,1,be safe,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5051,shmi,EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY,Is he nervous?,1,is he nervous,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5052,shmi,INT. MOS ESPA - ARENA - MAIN HANGER - DAY,"It's so wonderful, Annie. You have brought hope to those who have none. I'm so very proud of you",1,its so wonderful annie you have brought hope to those who have none im so very proud of you,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5053,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"Oh, my goodness, That's wonderful.",1,oh my goodness thats wonderful,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5054,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,You are free.,1,you are free,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5055,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,Will you take him with you? Is he to become a Jedi?,1,will you take him with you is he to become a jedi,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5056,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"This path has been placed for you, Annie. The choice to take it is yours alone.",1,this path has been placed for you annie the choice to take it is yours alone,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5057,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,"Son, my place is here. My future is here. It is time for you to let go to let go of me. I cannot go with you.",1,son my place is here my future is here it is time for you to let go to let go of me i cannot go with you,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5058,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,You can't stop change any more than you can stop the suns from setting. I love you. Now hurry.,1,you cant stop change any more than you can stop the suns from setting i love you now hurry,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5059,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,Thank you.,1,thank you,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5060,shmi,INT. ANAKIN'S HOVEL - MAIN ROOM - DAY,Yeah.,1,yeah,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5061,shmi,EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY,Annie,1,annie,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5062,shmi,EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY,What does your heart tell you?,1,what does your heart tell you,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5063,shmi,EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY,Then we will see each other again.,1,then we will see each other again,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5064,shmi,EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY,"No matter where you are, my love will be with you. Now be brave, and don't look back don't look back.",1,no matter where you are my love will be with you now be brave and dont look back dont look back,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5065,shmi,INT. TUSKEN RAIDER HUTT - NIGHT,Annie...? Is it you?,2,annie is it you,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5066,shmi,INT. TUSKEN RAIDER HUTT - NIGHT,"I’m so glad... to see you, Annie... Now... I am complete...",2,im so glad to see you annie now i am complete,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5067,shmi,INT. TUSKEN RAIDER HUTT - NIGHT,"You look so handsome. My son... my grown-up son. I’m so proud of you, Annie... so proud... I missed you so much... I love...",2,you look so handsome my son my grownup son im so proud of you annie so proud i missed you so much i love,1,shmi skywalker lars,Human,White Suns,Female,She/her,Brown,Light,Tatooine,"22 BBY,","1.63 meters (5 ft, 4 in)",Brown,,,,By 66 BBY,Skywalker family,,shmi,5.0
5068,shuttle captain,2 INT IMPERIAL SHUTTLE - COCKPIT,"Command station, this is ST 321. Code Clearance Blue. We're starting our approach. Deactivate the security shield.",6,command station this is st  code clearance blue were starting our approach deactivate the security shield,2,,,,,,,,,,,,,,,,,,,
5069,shuttle captain,2 INT IMPERIAL SHUTTLE - COCKPIT,We're starting our approach.,6,were starting our approach,2,,,,,,,,,,,,,,,,,,,
5070,sio bibble,"INT. NABOO PALACE, THRONE ROOM - AFTERNOON","Given the circumstances, Senator, you know it was the only decision Her Highness could have made.",2,given the circumstances senator you know it was the only decision her highness could have made,1,sio bibble,Human (Naboo),Galactic Republic,Male,He/him,White,Light,Naboo,,"1.79 meters (5 ft, 10 in)",Blue,,,,,,,sio bibble,5.0
5071,sio bibble,"INT. NABOO PALACE, THRONE ROOM - AFTERNOON",It's unthinkable! There hasn't been a full-scale war since the formation of the Republic!,2,its unthinkable there hasnt been a fullscale war since the formation of the republic,1,sio bibble,Human (Naboo),Galactic Republic,Male,He/him,White,Light,Naboo,,"1.79 meters (5 ft, 10 in)",Blue,,,,,,,sio bibble,5.0
5072,sio bibble,"INT. NABOO PALACE, THRONE ROOM - AFTERNOON","It's outrageous! After all of those hearings, and the four trials in the Supreme Court, Nute Gunray is still the Viceroy of the Trade Federation. Do those money mongers control everything?",2,its outrageous after all of those hearings and the four trials in the supreme court nute gunray is still the viceroy of the trade federation do those money mongers control everything,1,sio bibble,Human (Naboo),Galactic Republic,Male,He/him,White,Light,Naboo,,"1.79 meters (5 ft, 10 in)",Blue,,,,,,,sio bibble,5.0
5073,sio bibble,"INT. NABOO PALACE, THRONE ROOM - AFTERNOON",She is right. The Lake Country is the most remote part of Naboo. Not many people and a clear view of the surrounding terrain.,2,she is right the lake country is the most remote part of naboo not many people and a clear view of the surrounding terrain,1,sio bibble,Human (Naboo),Galactic Republic,Male,He/him,White,Light,Naboo,,"1.79 meters (5 ft, 10 in)",Blue,,,,,,,sio bibble,5.0
5074,sola,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","(over her shoulder) They're eating over at Jev Narran's later, Mom. They just had a snack. They'll be fine.",2,over her shoulder theyre eating over at jev narrans later mom they just had a snack theyll be fine,1,sola naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Blue,,,,,Naberrie family,Ruwee Naberrie,sola,5.0
5075,sola,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","Hello, Anakin.",2,hello anakin,1,sola naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Blue,,,,,Naberrie family,Ruwee Naberrie,sola,5.0
5076,sola,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON","Well, this is exciting! Do you know, Anakin, you're the first boyfriend my sister's ever brought home?",2,well this is exciting do you know anakin youre the first boyfriend my sisters ever brought home,1,sola naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Blue,,,,,Naberrie family,Ruwee Naberrie,sola,5.0
5077,sola,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON",Why haven't you told us about him?,2,why havent you told us about him,1,sola naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Blue,,,,,Naberrie family,Ruwee Naberrie,sola,5.0
5078,sola,"INT. PADME'S PARENTS' HOUSE, MAIN ROOM - AFTERNOON",A boy? Have you seen the way he looks at you?,2,a boy have you seen the way he looks at you,1,sola naberrie,Human,,Female,She/her,Brown,Light,Naboo,,,Blue,,,,,Naberrie family,Ruwee Naberrie,sola,5.0
