name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
imperial garrison bardelberan 7,,,Galactic Empire,,,,,,,Bardelberan 7,,
imperial headquarters (allst prime),,,Galactic Empire,,,,,,,Allst Prime,,
imperial headquarters (ivera x),,,Galactic Empire,,,,,,,Ivera X,,
imperial headquarters (jedha),,,Galactic Empire,,,,,,,Jedha City,,
imperial headquarters (wobani),,,Galactic Empire,,,,,,,Wobani,,
imperial hideout,,,Galactic Empire,,,,,,,Narthex,,
imperial impound facility,,,Galactic Empire,,,,,,,Iakar,,
imperial impound yard,,,Galactic Empire,,,,,,,Novka,,
imperial informational station,,,Galactic Empire,,,,,,,Pantora,,
imperial inspectorate cafeteria,,,Galactic Empire,,,,,,,"Naval Intelligence Headquarters, Imperial City, Coruscant",,
imperial inspectorate hq,,,Galactic Republic,,,,,,,"Federal District, Coruscant",,
imperial intelligence and security bureau offices,,,Galactic Empire,,,,,,,"Citadel Tower, Scarif",,
imperial internal affairs outpost,,,Galactic Empire,,,,,,,Dendada XVII,,
imperial landing facility 99-d,,,Galactic Empire,,,,,,,Tatooine,,
imperial listening post (konkiv),,,Galactic Empire,,,,,,,Konkiv,,
imperial listening post (mos eisley),,,Galactic Empire,,,,,,,"Mos Eisley, Tatooine",,
imperial marshaling station pii,,,Galactic Empire,,,,,,,Pii,,
imperial medical spice cache,,,Galactic Empire,,,,,,,Gargon,,
imperial metal factory,,,Galactic Empire,,,,,,,Dooma 4,,
imperial military department of advanced weapons research,,,Galactic Empire,,,,,,,"Citadel Tower, Scarif",,
imperial nanny droid,,,Death Watch,Masculine programming,,,,,,,,Medical droid
imperial naval academy,,,Galactic Republic,,,,,,,Prefsbelt IV,,
imperial naval base,,,Galactic Empire,,,,,,,"Jahnae, Bestine IV",,
imperial navy exclusion zone,,,Galactic Empire,,,,,,,"Abrion sector,",,
imperial navy mobile base,,,Galactic Empire,,,,,,,Qhulosk,,
imperial occupation force (iakar),,,Galactic Empire,,,,,,,Iakar,,
imperial office of security,,,Galactic Empire,,,,,,,"Citadel Tower, Scarif",,
imperial outpost (deyer),,,Galactic Empire,,,,,,,Deyer,,
imperial outpost (endor),,,Galactic Empire,,,,,,,Endor,,
imperial outpost (illmek island),,,Galactic Empire,,,,,,,"Illmek Island Spaceport, Lahn",,
imperial outpost (orra),,,Galactic Empire,,,,,,,Orra,,
imperial outpost of kullgroon,,,Galactic Empire,,,,,,,Kullgroon,,
imperial palace,,,Jedi Order,,,,,,,"Palace Court, Federal District, Imperial City; Coruscant",,
imperial palace (malastare),,,Dug Council,,,,,,,Malastare,,
imperial palace audience chamber,,,Galactic Empire,,,,,,,"Imperial Palace, Federal District, Imperial Center",,
imperial palace strategic planning center,,,Galactic Empire,,,,,,,"Imperial Palace, Federal District, Imperial Center",,
imperial pavilion,,,Galactic Empire,,,,,,,"Capital City, Lothal",,
imperial payroll garrison,,,Galactic Empire,,,,,,,Sergia,,
imperial plaza,,,Galactic Republic,,,,,,,"Senate District, Coruscant",,
imperial police droid,,,Galactic Empire,,,,,,,,,Police droid
imperial post 8l-055,,,Galactic Empire,,,,,,,"Prospector's Folly, Koboh",,
imperial refining platform m36,,,Galactic Empire,,,,,,,Outer Rim Territories,,
imperial repair sub-block 7626,,,Galactic Empire,,,,,,,"Imperial City, Coruscant",,
imperial research base,,,Galactic Empire,,,,,,,"Carbon Ridge,",,
imperial research station,,,Galactic Empire,,,,,,,Toprawa,,
imperial residence,,,Galactic Empire,,,,,,,"Imperial Palace, Federal District, Imperial Center",,
imperial royal guard,,,Galactic Empire,,,,,,,Balmorra,,
imperial scout post,,,Galactic Empire,,,,,,,Coyerti,,
imperial secret facility,,,Galactic Empire,,,,,,,Toydaria,,
imperial security bureau headquarters,,,Galactic Empire,,,,,,,"Capital City, Lothal",,
imperial senate building,,,Galactic Republic,,,,,,,"Imperial Plaza, Senate District, Coruscant",,
imperial sentry post,,,Ubrik Adelhard's Imperial remnant,,,,,,,Kirtarkin system,,
imperial spaceport (gall),,,Galactic Empire,,,,,,,Gall,,
imperial super commando,,,Galactic Empire,,,,,,,Concord Dawn,,
imperial training center,,,Galactic Empire,,,,,,,Corellia,,
imperial training droid,,,Galactic Empire,,,,,,,,,Training droid
imperial warehousing district,,,Galactic Empire,,,,,,,E'ronoh,,
imperial wind harvester,,,Galactic Empire,,,,,,,"Boulder Forest, Toshara",,
impound paddock xm139,,,Galactic Empire,,,,,,,"Imperial Impound Facility, Iakar",,
ino'olo,,,San Tekka clan,Female,She/her,,,,,,,
inquisitorius headquarters,,,LiMerge Power,,,,,,,"The Works, Coruscant",,
interrogation chamber,,,Galactic Empire,,,,,,,"Fortress Inquisitorius, Nur",,
interrogation six,,,First Order,,,,,,,Steadfast,,
interstel office,,,Interstel Systems,,,,,,,"Yovbridge, Mokivj",,
inusagi,,,Galactic Empire,,,,,,,,,Terrestrial
invisible hand's main hangar bay,,,Confederacy of Independent Systems,,,,,,,Invisible Hand,,
iris (droid),,,First Order,Feminine programming,,,,,"34 ABY, Absolution",,,Communications droid
irizi family homestead,,,Irizi family,,,,,,,"Csaplar, Csilla",,
iron assembler,,,Confederacy of Independent Systems,,It/it's,,,,,,,Droid starfighter
iron citadel,,,Tetan monarchy,,,,,,,Empress Teta,,
isb academy and offices,,,Galactic Empire,,,,,,,"Verity District, Coruscant",,
isb conference chamber,,,Galactic Empire,,,,,,,"ISB Central Office, Coruscant",,
isb datavault,,,Galactic Empire,,,,,,,"ISB Central Office, Coruscant",,
isb interrogation room,,,Galactic Empire,,,,,,,"ISB Central Office, COMPNOR arcology, Coruscant",,
isb office of internal review,,,Galactic Empire,,,,,,,Coruscant,,
isla mantra,,,Alliance to Restore the Republic,,,Black,Purple,,,,Dark,
isstra dirus,,,Satrapy of Myrra,Male,He/him,,,,,,,
istan zaly,,,Confederacy of Independent Systems,,He/him,,,,,,,
it-000-xz 1594,,,First Order,,,,,,,,,Interrogation droid
it-o,,,Galactic Empire,Masculine programming,It/its,,,,"c. 5 ABY,",,,
it-s00.2 medical droid,,,First Order,,,,,,,,,Medical droid
itina,,,Alliance to Restore the Republic,,She/her,,,,,,,
ivel toshan,,,Galactic Empire,Male,He/him,,,,"0 ABY, Anukara",,,
ivera x,,,Galactic Empire,,,,,,,,,Terrestrial
ives,,,Galactic Empire,Female,,,,,,,,
ix ixstra,,,Alliance to Restore the Republic,Female,,,,,c. 3 ABY,,,
izak anzio,,,Galactic Empire,Male,He/him,,,Agamar,Prior to 0 ABY,,,
izal garsea,,,Ana Tolla's crew,Female,She/her,Black,Golden,Batuu,,,Green,
j'mi,,,Resistance,Female,,Brown and white,,Regor-Mada,,,,
j-1 proton cannon,,,Techno Union,,,,,,,,,Droid artillery
j-3di,,,Hunters of the Outer Rim,Masculine programming,He/him,,,,,,,Jedi droid
j-4x,,,Droid Depot,Masculine programming,,,,,"34 ABY,",,,Labor droid
j-6,,,Avon Sunvale,,She/her,,,,,,,
j-9a,,,Harra,Female-programming,,,,,,,,
j-dh3,,,Haxion Brood,,,,,,14 BBY,,,
j-sec headquarters,,,Jinata Security,,,,,,,"Kestro, Vardos",,
j4-kc,,,Jat Kaa's Coolers,,,,,,,,,Astromech droid
j4x-7,,,Jarrod Kelvin,,It/its,,,,,,,
j5-kc,,,Jat Kaa's Coolers,,,,,,,,,Astromech droid
j7r-t,,,Fett gotra,,,,,,,,,Astromech droid
jabba desilijic tiure's megadroid,,,Confederacy of Independent Systems (intended),,It/its,,,,Between 3 ABY and 4 ABY,,,
jabba's palace garage,,,Jabba's criminal empire,,,,,,,"Boba Fett's Palace, Tatooine",,
jabiim,,,Hidden Path,,,,,,,,,Terrestrial
jabiim hidden path safehouse,,,Hidden Path,,,,,,,Jabiim,,
jaccun pereez,,,Galactic Empire,Male,He/him,,,,,,,
jaccun pereez's mansion,,,Galactic Empire,,,,,,,Arvaka Prime,,
jacinda graf,,,Graf family,Female,She/her,,,,,,,
jackar bowmani's apartment,,,Jackar Bowmani,,,,,,,Coruscant,,
jaffkee house,,,Coruscant Security Force,,,,,,,Coruscant,,
jagnar,,,Jagnar's tribe,Male,,,Brown,,"34 ABY, Parnassos",,Blue,
jaguada,,,Sith,,,,,,,,,Terrestrial
jak,,,Anklebiter Brigade,Male,He/him,,,Coruscant,,,,
jakku observatory,,,Sith,,,,,,,"Plaintive Hand plateau, Jakku",,
jamie brasson,,,Galactic Republic,Male,,,,Begamor,,,,
jamie brasson's secret spaceport,,,Jamie Brasson's crime syndicate,,,,,,,Begamor,,
jamiri,,,Alliance to Restore the Republic,,,,,,,,,Terrestrial
janeth,,,Alliance to Restore the Republic,Female,,,,,,,,
jango fett's apartment,,,Jango Fett,,,,,,,"Tipoca City, Kamino",,
janray tessime,,,Alliance to Restore the Republic,Female,,,,Alderaan,,,,
jans coorsa,,,Clan Assembly,Male,,,,Gall,During the Imperial Era,,,
janu blenn,,,Unidentified school,Male,He/him,,,,,,,
jape,,,Jedi Order,,He/him,,,,,,,
jarbanov,,,Jarbanov Orbital Sorting Association,,,,,,,,,Terrestrial
jarbanov colony,,,Jarbanov Orbital Sorting Association,,,,,,,"Jarbanov, Junker systems",,
jarek yeager's repair station,,,Team Fireball,,,,,,,"Quadrant 3.27,",,
jarek yeager's squadron,,,New Republic,,,,,,,Jakku,,
jarper,,,Lenahrans,,,,Brown and Grey,Lenahra,,,,
jarraban,,,Spice Runners of Kijimi,Male,,,,,"35 ABY,",,,
jary bowman,,,Byne Guild,,He/him,,,,"232 BBY, Legacy Run",,,
jashei zigler,,,New Republic,Male,,,,,,,,
jasko,,,Galactic Empire,Male,,,,,,,,
jasko's,,,Jasko,,,,,,,"Scaparus Port, Arkanis",,
jatz (astromech),,,Galactic Republic,,He/him,,,,,,,Astromech droid
jaum's wheeled battle droid,,,Jaum,,,,,,,,,Battle droid
jaxsinne tamm,,,Galactic Republic,Female,,,,,,,,
jc-284,,,Dok-Ondar's Den of Antiquities,,,,,,,,,Astromech droid
jd-fa,,,Chandrila Star Line,,He/him,,,,,,,
jedi agricultural corps research laboratory,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi archives,,,Jedi Order,,,,,,,Jedi Temple,,
jedi chamber,,,Jedi Order,,,,,,,Koboh,,
jedi chapter house (aleen),,,Jedi Order,,,,,,,Aleen,,
jedi chapter house (taanab),,,Jedi Order,,,,,,,"Pandath, Taanab",,
jedi council chamber,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi crèche,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi droid,,,Hunters of the Outer Rim,,,,,,,,,Jedi droid
jedi enclave (mustafar),,,Jedi,,,,,,,Mustafar,,
jedi outpost,,,Jedi Order,,,,,,,Bromlarch,,
jedi outpost (caragon-viner),,,Jedi Order,,,,,,,Caragon-Viner,,
jedi outpost (tempes),,,Jedi Order,,,,,,,Tempes,,
jedi quarter,,,Jedi Order,,,,,,,Starlight Beacon,,
jedi security droid,,,Jedi Order,,,,,,,,,Security droid
jedi shrine,,,Jedi Order,,,,,,,Anoat,,
jedi shrine (coruscant),,,Jedi Order,,,,,,,"Beneath the Jedi Temple, Coruscant",,
jedi temple,,,Jedi Order,,,,,,,Many throughout the galaxy,,
jedi temple (auratera),,,Jedi Order,,,,,,,"Acablas, Auratera",,
jedi temple (banchii),,,Jedi Order,,,,,,,Banchii,,
jedi temple (dantooine),,,Jedi Order,,,,,,,Dantooine,,
jedi temple (endovar),,,Jedi Order,,,,,,,Endovar,,
jedi temple (gloam),,,Jedi Order,,,,,,,Gloam,,
jedi temple (ilum),,,Jedi Order,,,,,,,Ilum,,
jedi temple (ledeve),,,Jedi Order,,,,,,,Ledeve,,
jedi temple (moon of staggec),,,Jedi Order,,,,,,,Moon of Staggec,,
jedi temple (takodana),,,Jedi Order,,,,,,,Takodana,,
jedi temple (vrogas vas),,,Jedi Order,,,,,,,Vrogas Vas,,
jedi temple arboretum,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple armory,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple carbon-freezing chamber,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple central security station,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple communication center,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple detention center,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple dojo,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple medical bay,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple refectory,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple research and development lab,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple training ground,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi temple's training gallery,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
jedi tomb,,,Galactic Empire,,,,,,,"Fortress Inquisitorius, Nur",,
jedi tree,,,Jedi Order,,,,,,,,,Uneti tree
jedi vault,,,Jedi Order,,,,,,,Alaris Prime,,
jedi village,,,Jedi Order,,,,,,,"Temple Island, Ahch-To",,
jega's music hall and petting zoo,,,Jega's Squad,,,,,,,"Wormstew Town, Nar Shaddaa",,
jelucan preparatory academy,,,Galactic Empire,,,,,,,Jelucan,,
jems,,,New Republic,Male,,,,,,,,
jenra,,,Galactic Empire,Female,She/her,,,,,,,
jeq,,,Remainders,,He/him,,,,"Between c. 40 BBY and 32 BBY, a moon",,,
jerchom,,,Nihil (unwillingly),,He/him,,,,,,,
jerrod segaru,,,E'ronoh's military,Male,He/him,,,E'ronoh,"c. 382 BBY, aboard the Paxion, Eiram system",,,
jerserra's master,,,Jedi Order,Female,,,,,Between 18 BBY and 5 ABY,,,
jessamyn,,,Alliance to Restore the Republic,Female,,,,Alderaan,,,,
jessen pol,,,Galactic Empire,,She/her,,,,During the Imperial Era,,,
jezri,,,Alliance to Restore the Republic,,,,,,During the Early rebellion against the Galactic Empire,,,
jf-86,,,Confederacy of Independent Systems,,,,,,,,,Tactical droid
jg-1,,,Taborr's gang,,It/its,,,Tenoo,,,,Monster droid
jha eka,,,Galactic Empire,Male,He/him,,,,,,,
jhosh,,,First Order,,,,,,,,,Terrestrial
jidel,,,Galactic Empire,,,,,,By 4 ABY,,,
jiona,,,New Republic,Female,She/her,,,,,,,
jixuan desert,,,Galactic Republic,,,,,,,Ryloth,,
jj-5145,,,Jedi Order,,He/him,,,,,,,Logistics droid
jjan,,,Morubas crime family,Male,,Black,Pale,,,,Red,
jjh2,,,Alliance to Restore the Republic,Masculine programming,,,,,,,,Astromech droid
jmmaar,,,Galactic Republic,,,,,Vvaw,"Prior to the Battle of Utapau,",,,
jn-66-0,,,Jedi Order,,,,,,,,,Analysis droid
jo (bounty droid),,,Haxion Brood,Feminine programming,She/her,,,,"9 BBY,",,,
jod na nawood's master,,,Jedi Order,,She/her,,,,Decades before 9 ABY,,,
joenn,,,Alliance to Restore the Republic,,She/her,,,,,,,
jogurner,,,New Republic,Male,,,,,,,,
jogurner's chief of staff,,,New Republic,,She/her,White-blonde,,,,,,
johan volk,,,New Republic,Male,,,,,,,,
jola,,,Siliu family,Female,She/her,,,,,,,
jomark imperial outpost,,,Galactic Empire,,,,,,,Jomark,,
jonashe solo,,,Corellian royalty,Male,,,,Corellia,,,,
jonda jae-talwar,,,Alliance to Restore the Republic,Female,,White,,,,,,
jonn jona,,,Galactic EmpireImperial IntelligenceFreema Tenn's retinue (undercover),,He/him,,,,,,,
jordan smythe,,,Alliance to Restore the Republic,Male,He/him,Black,,,,,Brown,
joria skarl,,,Jedi Order,,She/her,,,,,,,
joris vegen,,,New Republic,,She/her,,,,,,,
jory (rebel alliance),,,Alliance to Restore the Republic,Male,,,,,,,,
joy,,,Force Priestesses,Female,,,Gray (manifestation),Wellspring of Life,,,Yellow (manifestation),
judicial arcology,,,Galactic Republic,,,,,,,"Judicial Plaza, Coruscant",,
julyan,,,Galactic Empire,Male,,,,,,,,
jumpy's unit,,,Galactic Republic,,,,,,,Rylorii Minor,,
jundland station (arena),,,Hunters of the Outer Rim,,,,,,,"Dune Sea Outpost, Grand Arena, Vespaara",,
jundland wastes,,,Hutt Clan,,,,,,,Tatooine,,
junior academy,,,Galactic Empire,,,,,,,"Phelar, Eriadu",,
jupas,,,Vile,,He/him,,,,,,,
justinian,,,Arratu Station,,,,,,"24 ABY, Parnassos",,,
jv-p12,,,Pyke Syndicate (as slave),,,,,,,,,HVAC droid
jyrom ottdell,,,Galactic Empire,,,,,,1 BBY,,,
k block (lourna dee),,,Galactic Republic,,,,,,,Restitution,,
k block (sunspot prison),,,Alliance to Restore the Republic,,,,,,,Sunspot Prison,,
k droid,,,Aricho's resistance force,,,,,Aricho,,,,
k'ungfu,,,Jedi Order,Male,,,,,,,,
k-5,,,Aricho's resistance force,,He/him,,,Aricho,,,,
k-9x1,,,Galactic Empire,,,,,,"c. 18 BBY,",,,
k-a0s,,,Galactic Empire,,She/her,,,,,,,Security droid
k1-t,,,Ku-Bops,,,,,Tenoo,,,,
k3-r1,,,Citizens' Fleet,,,,,,,,,Astromech droid
k7-1eg,,,Lomi Usqi Noodle Shop,,,,,,,,,Server droid
kabak,,,Galactic Empire,Male,,Black,,,,,,
kachirho,,,Wookiees,,,,,,,Wawaatt Archipelago,,
kadavo slave processing facility,,,Zygerrian Slave Empire,,,,,,,Kadavo,,
kade hingo,,,Satrapy of Myrra,Male,,,,,Sometime before the Emergency summit on Akiva,,,
kai brightstar and nubs' quarter,,,Jedi Order,,,,,,,"Tenoo Jedi Temple, Tenoo",,
kaktorf,,,Jedi Order,,He/him,Green,Brown,,,,Green,
kala'uun,,,Kala'uun Port Authority,,,,,,,Ryloth,,
kalandra,,,University of Bar'leth,Female,She/her,,,,,,,
kalarassi five,,,Galactic Empire,,,,,,,,,Terrestrial
kalen,,,Galactic Republic,,He/him,,,,"During the Republic Era, Coruscant",,,
kalist vi,,,Galactic Empire,,,,,,,,,Terrestrial
kalist vi imperial penal colony,,,Galactic Empire,,,,,,,Kalist VI,,
kallenn,,,Galactic Empire,,He/him,,,,,,,
kallidahin space,,,Kallidahins,,,,,,,"Subterrel sector, Outer Rim Territories",,
kallie lintra,,,Resistance,Female,She/her,,,,"35 ABY, Exegol",,,
kamala,,,Alliance to Restore the Republic,,She/her,,,,"4 ABY,",,,
kaminoan planetary defense substation,,,Kaminoan Planetary Defense,,,,,,,"Tipoca City, Kamino",,
kaniki,,,Yinchom Dojo,Male,,,,,,,,
karina's lair,,,Karina's empire,,,,,,,Deep underground on Geonosis,,
karkarodon enforcers,,,Confederacy of Independent Systems,,,,,,,Mon Cala,,
karken,,,Galactic Empire,,,,,,,,,Terrestrial
karlinus,,,Galactic Republic,,,,,,,,,Terrestrial
karova canal,,,Galactic Republic,,,,,,,"Lonisa City, Valo",,
karr nuq sin's house,,,Nuq Sin family,,,,,,,"Unidentified town, Merokia",,
karris,,,Galactic Empire,Male,,,,,,,,
kartessa,,,Sovereign Latitudes of Maracavanya,Female,She/her,,,Chandrila,,,,
kartessa's mother,,,New Republic,Female,She/her,,,,,,,
karthon,,,Galactic Empire,,,,,,,,,Terrestrial
karthon chop fields,,,Galactic Empire,,,,,,,Karthon,,
karyn i'yin,,,Sisters of Sarrav,Female,,,,,,,,
karz damascus,,,Galactic Empire,Male,,,,,,,,
kase finto,,,Finto Gang,Male,,,,,"By 34 ABY,",,,
kashyyyk oil refinery,,,Wookiees,,,,,,,Kashyyyk,,
kason,,,New Republic,,He/him,,,,"4 ABY,",,,
kathlin,,,Allehander Pso,Female,,,,,,,,
kav poen,,,Galactic Empire,Male,,,,,,,,
kaythree,,,Resistance,,,,,,"34 ABY, Romary",,,Astromech droid
kb-68,,,A male individual,Feminine programming,,,,,,,,Duelist Elite droid
kc-78,,,Jedi Order,Masculine programming,,,,,,,,Astromech droid
kdy corporate-security starfleet,,,Kuat Drive Yards,,,,,,,Rothana's star system,,
keener,,,Galactic Empire,Male,,,,,,,,
keer,,,Hal'Lath Quadruplets,,,,Grey,,,,Brown,
keer stenwyt,,,Jedi Order,Female,,,,,,,,
kehal kehouris,,,Galactic Republic,,He/him,,,Kehal Kehouris' homeworld,By c. 19 BBY,,,
kela neerik,,,Galactic Empire,,She/her,,,,,,,
kela'pi,,,Kela'pi family's general store,Female,She/her,,,Valo,,,,
kellux mining facilities,,,Trade Federation,,,,,,,Kellux,,
kelos,,,Galactic Empire,Male,,,,,,,,
kelvin ravine,,,Church of the Force,,,,,,,Jakku,,
kem monnon,,,Alliance to Restore the Republic,,He/him,,,,,,,
kerdos company recycling plant,,,Kerdos Company,,,,,,,Coruscant,,
kereg ryon,,,Con Star Mining Corporation,Male,,,,,"By 24 ABY, Parnassos",,,
kesin ommis,,,Alliance to Restore the Republic,,,,,,"3 ABY,",,,
kessel,,,Yaruba Family of Kessel,,,,,,,,,Terrestrial
kessel castle,,,Yaruba Family of Kessel,,,,,,,Kessel,,
kestos minor,,,Galactic Republic,,,,,,,"Kwymar sector, Outer Rim Territories",,
kestro defense center,,,Galactic Empire,,,,,,,"Kestro City, Vardos",,
keyser salm,,,Alliance to Restore the Republic,Male,He/him,,,,,,,
kez velaz,,,Jedi Order,Male,,,,,,,,
kharvashark ruins,,,Nihil,,,,,,,Vrant Tarnum,,
khemt,,,Galactic Empire,,,,,,c. 1 ABY,,,
kijimi,,,Dai Bendu,,,,,,,,,Terrestrial
kili oso,,,Haxion Brood,,He/him,,,,"9 BBY,",,,
kilitz,,,Malkite poisoners,Male,,,,,,,,
kilji homeland,,,Kilji Illumine,,,,,,,Unknown Regions,,
kill zones,,,Nihil,,,,,,,Occlusion Zone,,
killdroid,,,Nihil,,,,,,,,,Sentry droid
killena,,,Galactic Empire,,She/her,,,,,,,
killun 71,,,Galactic Empire,,,,,,,,,Terrestrial
kimb,,,Chandrila Star Line,Non-binary,They/them,,,,,,,
kimbral,,,E'ronoh's military,Female,She/her,Auburn,Pale,E'ronoh,,,,
kin dragen,,,Dragens,Non-binary,They/them,,,,,,,
kinman doriana,,,Galactic Republic,,He/him,,,,,,,
kinni,,,E'ronoh's fleet,Female,She/her,,,E'ronoh,,,,
kinpany gap,,,Galactic Empire,,,,,,,Lothal,,
kinshan nightbird,,,Sa'ad,Female,She/her,,,Metagos,,,,
kip ostar,,,Haxion Brood,,,,,,"9 BBY,",,,
kira vantala,,,Jedi Order,Female,She/her,,Dark,,,,,
kirak infil'a,,,Jedi Order,Male,He/him,Dark Blue,Gray,,"19 BBY, Al'doleem",,Gray (with black sclera),
kish,,,Alliance to Restore the Republic,,He/him,,,,,,,
kjus androth,,,Jedi Order,Male,He/him,,,,"By 19 BBY,",,,
klatooinian wikiup,,,Klatooinian raiders,,,,,,,Sorgan,,
kle-0,,,Haxion Brood,,They/them,,,,"9 BBY,",,,Battle droid
klegger corp mining facility,,,Techno Union,,,,,,,Mustafar,,
klik-klak's nest,,,Klik-Klak's droid army,,,,,,,Geonosis,,
kling,,,Malkite poisoners,Male,,,,,,,,
klosslands,,,Resistance,,,,,,,Ajan Kloss,,
kmd-ra-71's owner,,,Galactic Empire,Male,,,,,,,,
ko-no-rosu,,,Galactic Empire,,He/him,,,,,,,
koboh,,,Jedi Order,,,,,,,,,Terrestrial
kohta jarik,,,Jedi Order,,She/her,,,,"230 BBY, Haileap",,,
kokely,,,Alliance to Restore the Republic,,,,,,"4 ABY, Endor system",,,
kolar ludd,,,Galactic Empire,Male,,,,,"0 ABY, Sunspot Prison",,,
kompaktor,,,Haxion Brood,,,,,,14 BBY,,,
korej lim,,,Haxion Brood,,He/him,,,,"9 BBY,",,,
korfé bennux-ai,,,Sienar-Jaemus corporation,Male,,,,Celanon,,,,
korin pers' office,,,Korin Pers,,,,,,,Nar Shaddaa,,
koshaga,,,Koshaga's ruling class,,,,,,,,,Terrestrial
kothal,,,Galactic Empire,,,,,,,Kothal market,,
kourterel,,,Galactic Empire,Male,He/him,,,,,,,
kozinarg guildhouse,,,Kozinarg Trade Guild,,,,,,,"Kijimi City, Kijimi",,
kozmo sundrel iv,,,Galactic Republic,Male,He/him,,,Luzalite,,,Deep brown,
kp-1,,,Hidden Path,Masculine programming,,,,,,,,Astromech droid
kpr security droid,,,Lars family,,,,,,,,,Security droid
kragget,,,Coruscant Security Force,,,,,,,Coruscant,,
krail,,,Confederacy of Independent Systems,,He/him,,Brown,,,,Red,
krassis,,,Galactic Republic,,,,,,,,,Terrestrial
krayts (establishment),,,Hunters of the Outer Rim,,,,,,,"Mos Espa Waystation, Grand Arena, Vespaara",,
krennic's geonosis quarters,,,Galactic Republic,,,,,,,Orbital Foundry 7,,
krennic's office,,,Galactic Empire,,,,,,,Geonosis,,
krev,,,Free Ryloth Movement,,,,,,"Ryloth system, 14 BBY",,,
krezchak,,,Krezchak's crew,,He/him,,,,"19 BBY, a starship",,,
krin dagbard,,,Jedi Order,,He/him,,,Batuu,Batuu,,,
krins,,,Riftwalkers,,,,,,"33 BBY, Morleen, Keldooine",,,
krogger sheem,,,Nihil,,He/him,,Green,,,,,
krolling sen shipyard,,,Chiss Ascendancy,,,,,,,Ornfra,,
kronos-841,,,Droid Gotra,,He/him,,,,,,,
krovis,,,Galactic Empire,,He/him,,,,,,,
krull,,,New Republic,Male,He/him,,,,,,,
kruno,,,Kruno's gang,Male,,,,,"4 BBY,",,Yellow,
krysiant rheden,,,Krysiant Rheden's crew,Female,,,,,,,,
krystar,,,Galactic Republic,,,,,,,,,Terrestrial
kryze command camp,,,Clan Kryze,,,,,,,Mandalore,,
kthoo-ra,,,Xonti Brothers,Male,,,Green,,"c. 0 ABY, Sorca Retreat",,White,
kuat drive yards office,,,Kuat Drive Yards,,,,,,,Corellia,,
kudo droid foundry,,,Confederacy of Independent Systems,,,,,,,Kudo III,,
kudo iii,,,Confederacy of Independent Systems (occupation),,,,,,,,,Terrestrial
kurg utal,,,Black Sun,Male,,,,,,,,
kurost transfer point,,,Galactic Empire,,,,,,,Kurost sector,,
kvar,,,Hutt Clan,,,,Green,,,,Yellow and white,
kwikhaul complex,,,Kwikhaul Livery Corporation,,,,,,,"Zyboh Key, Kwenn",,
kyber arch,,,Jedi Order,,,,,,,"Meditation chamber, Jedi Temple",,
kylo's chambers,,,First Order,,,,,,,Supremacy,,
l'ry ap'lton,,,Alliance to Restore the Republic,,,,,,During the Early rebellion against the Galactic Empire,,,
l-1g general purpose droid,,,Scrapper Guild,,,,,,,,,Service droid
l-5g6,,,Jedi Order,,,,,,,,,Protocol droid
l-x1,,,Hunters of the Outer Rim,Feminine programming,She/her,,,,,,,
l0-la59,,,House of Organa,Feminine programming,She/her,,,Alderaan,"9 BBY, above Daiyu",,,Toy droid
l3-37,,,Millennium Collective,Feminine programming,She/her,,,,"10 BBY,",,,Custom pilot droid
l4e-r5,,,Resistance,,,,,,,,,Astromech droid
laakteen,,,Alliance to Restore the Republic (suspected),,,,,,,Colonies,,
lady jara's boarding house,,,Lady Jara,,,,,,,"Ferdan, Dalna",,
ladybright,,,Orphans,Feminine programming,,,,,"Between 3 ABY and 4 ABY, Siroto, a planet",,,
laecor,,,Galactic Empire,,,,,,,,,Terrestrial
lair of bokku the hutt,,,Hutt Clan,,,,,,,Outer Rim Territories,,
lair of papa toren,,,Papa Toren's group,,,,,,,Castell,,
laizhu bedenn,,,Laizhu Bedenn's diner,Female,She/her,,,Tatooine,,,,
lake country,,,Pastoral Collective,,,,,,,Naboo,,
lamia,,,Pijali monarchy,Female,,,,,,,,
lamilla tion,,,Cygnus Spaceworks,,She/her,,,,,,,
land,,,Land & Sky Corporation,,,,,,,,,Terrestrial
